trigram;freq
('данных', 'анализ', 'учебных');1
('анализ', 'учебных', 'материалов');1
('учебных', 'материалов', 'планов');1
('материалов', 'планов', 'уроков');1
('планов', 'уроков', 'созданных');1
('созданных', 'оор', 'показал');1
('материалы', 'основе', 'корпусных');1
('оор', 'показал', 'ряд');1
('показал', 'ряд', 'вопросов');1
('ряд', 'вопросов', 'идей');1
('вопросов', 'идей', 'высказанных');1
('идей', 'высказанных', 'предложений');1
('высказанных', 'предложений', 'требует');1
('основе', 'корпусных', 'данных');1
('учебные', 'материалы', 'основе');1
('инструментами', 'самообразования', 'преподавателей');1
('понять', 'можно', 'использовать');1
('самообразования', 'преподавателей', 'ия');1
('ия', 'желающих', 'повысить');1
('желающих', 'повысить', 'профессиональный');1
('повысить', 'профессиональный', 'уровень');1
('профессиональный', 'уровень', 'понять');1
('уровень', 'понять', 'можно');1
('можно', 'использовать', 'подходы');1
('разрабатывать', 'учебные', 'материалы');1
('использовать', 'подходы', 'корпусной');1
('подходы', 'корпусной', 'лингвистики');1
('корпусной', 'лингвистики', 'своей');1
('лингвистики', 'своей', 'практике');1
('своей', 'практике', 'разрабатывать');1
('практике', 'разрабатывать', 'учебные');1
('урока', 'заданиями', 'план');1
('план', 'полноценного', 'урока');1
('поддерживаемый', 'оон', 'юнеско');1
('собственной', 'практике', 'наконец');1
('самых', 'разных', 'обеспечивая');1
('разных', 'обеспечивая', 'самым');1
('обеспечивая', 'самым', 'необходимую');1
('самым', 'необходимую', 'гибкость');1
('необходимую', 'гибкость', 'увеличивая');1
('гибкость', 'увеличивая', 'вероятность');1
('увеличивая', 'вероятность', 'того');1
('вероятность', 'того', 'преподаватели');1
('того', 'преподаватели', 'знакомые');1
('преподаватели', 'знакомые', 'подходами');1
('знакомые', 'подходами', 'корпусной');1
('подходами', 'корпусной', 'лингвистики');1
('корпусной', 'лингвистики', 'начнут');1
('лингвистики', 'начнут', 'использовать');1
('начнут', 'использовать', 'собственной');1
('прохождении', 'самых', 'разных');1
('пятиминуток', 'прохождении', 'самых');1
('корпусных', 'пятиминуток', 'прохождении');1
('реализованной', 'создателями', 'эти');1
('уроков', 'качестве', 'дополнения');1
('качестве', 'дополнения', 'конкретному');1
('дополнения', 'конкретному', 'учебнику');1
('конкретному', 'учебнику', 'модели');1
('учебнику', 'модели', 'реализованной');1
('модели', 'реализованной', 'создателями');1
('создателями', 'эти', 'мини');1
('виде', 'корпусных', 'пятиминуток');1
('эти', 'мини', 'уроки');1
('мини', 'уроки', 'легко');1
('уроки', 'легко', 'могут');1
('легко', 'могут', 'интегрированы');1
('могут', 'интегрированы', 'виде');1
('интегрированы', 'виде', 'корпусных');1
('использовать', 'собственной', 'практике');1
('практике', 'наконец', 'совершенно');1
('полноценного', 'урока', 'продолжительностью');1
('наконец', 'совершенно', 'очевидно');1
('заслуживает', 'всяческого', 'внимания');1
('всяческого', 'внимания', 'поддержки');1
('внимания', 'поддержки', 'внедрения');1
('поддержки', 'внедрения', 'разных');1
('внедрения', 'разных', 'учебных');1
('разных', 'учебных', 'заведениях');1
('учебных', 'заведениях', 'особенно');1
('заведениях', 'особенно', 'условиях');1
('особенно', 'условиях', 'российские');1
('условиях', 'российские', 'стандарты');1
('российские', 'стандарты', 'уделяют');1
('стандарты', 'уделяют', 'первостепенное');1
('уделяют', 'первостепенное', 'внимание');1
('первостепенное', 'внимание', 'проектной');1
('внимание', 'проектной', 'деятельности');1
('деятельности', 'заслуживает', 'всяческого');1
('проектной', 'деятельности', 'заслуживает');1
('рамках', 'проектной', 'деятельности');1
('корпусов', 'трудоемкий', 'процесс');1
('совершенно', 'очевидно', 'создание');1
('очевидно', 'создание', 'качественных');1
('создание', 'качественных', 'оор');1
('качественных', 'оор', 'использованием');1
('оор', 'использованием', 'корпусов');1
('использованием', 'корпусов', 'трудоемкий');1
('трудоемкий', 'процесс', 'идея');1
('разработке', 'рамках', 'проектной');1
('процесс', 'идея', 'вовлечения');1
('идея', 'вовлечения', 'студентов');1
('вовлечения', 'студентов', 'будущих');1
('студентов', 'будущих', 'педагогов');1
('будущих', 'педагогов', 'разработке');1
('педагогов', 'разработке', 'рамках');1
('мини', 'уроков', 'качестве');1
('планов', 'мини', 'уроков');1
('ряду', 'планов', 'мини');1
('привести', 'ряду', 'планов');1
('корпусной', 'лингвистики', 'авторы');1
('лингвистики', 'авторы', 'анализируют');1
('авторы', 'анализируют', 'используемые');1
('анализируют', 'используемые', 'ими');1
('используемые', 'ими', 'основные');1
('ими', 'основные', 'учебники');1
('основные', 'учебники', 'доказательно');1
('учебники', 'доказательно', 'критикуют');1
('доказательно', 'критикуют', 'например');1
('критикуют', 'например', 'отсутствие');1
('например', 'отсутствие', 'примеров');1
('отсутствие', 'примеров', 'аутентичных');1
('примеров', 'аутентичных', 'разговорных');1
('аутентичных', 'разговорных', 'речевых');1
('разговорных', 'речевых', 'образцов');1
('основе', 'подходов', 'корпусной');1
('заданий', 'основе', 'подходов');1
('разработки', 'заданий', 'основе');1
('страниц', 'думается', 'созданных');1
('урока', 'продолжительностью', 'минут');1
('продолжительностью', 'минут', 'ма');1
('минут', 'ма', 'объемом');1
('ма', 'объемом', 'десятки');1
('объемом', 'десятки', 'страниц');1
('десятки', 'страниц', 'думается');1
('думается', 'созданных', 'оор');1
('источник', 'разработки', 'заданий');1
('созданных', 'оор', 'недооценивается');1
('оор', 'недооценивается', 'основной');1
('недооценивается', 'основной', 'учебник');1
('основной', 'учебник', 'ресурс');1
('учебник', 'ресурс', 'источник');1
('ресурс', 'источник', 'разработки');1
('речевых', 'образцов', 'возможностей');1
('образцов', 'возможностей', 'исследовательской');1
('возможностей', 'исследовательской', 'самостоятельной');1
('изучения', 'конкретной', 'темы');1
('учебнике', 'думается', 'разработка');1
('думается', 'разработка', 'заданий');1
('разработка', 'заданий', 'использованием');1
('заданий', 'использованием', 'подходов');1
('корпусной', 'лингвистики', 'изучения');1
('лингвистики', 'изучения', 'конкретной');1
('конкретной', 'темы', 'основе');1
('раскрываются', 'изучаются', 'учебнике');1
('темы', 'основе', 'определенного');1
('основе', 'определенного', 'учебника');1
('определенного', 'учебника', 'весьма');1
('учебника', 'весьма', 'эффективной');1
('весьма', 'эффективной', 'привести');1
('эффективной', 'привести', 'ряду');1
('изучаются', 'учебнике', 'думается');1
('темы', 'раскрываются', 'изучаются');1
('исследовательской', 'самостоятельной', 'работы');1
('указания', 'крайней', 'мере');1
('самостоятельной', 'работы', 'обучающихся');1
('работы', 'обучающихся', 'далее');1
('обучающихся', 'далее', 'дополняют');1
('далее', 'дополняют', 'заданиями');1
('дополняют', 'заданиями', 'указания');1
('заданиями', 'указания', 'крайней');1
('крайней', 'мере', 'явно');1
('эти', 'темы', 'раскрываются');1
('мере', 'явно', 'каком');1
('явно', 'каком', 'виде');1
('каком', 'виде', 'каких');1
('виде', 'каких', 'заданий');1
('каких', 'заданий', 'эти');1
('заданий', 'эти', 'темы');1
('оон', 'юнеско', 'помочь');1
('всемерно', 'поддерживаемый', 'оон');1
('корпуса', 'каждой', 'категории');1
('й', 'части', 'начальной');1
('планы', 'уроков', 'использованию');1
('уроков', 'использованию', 'корпусов');1
('использованию', 'корпусов', 'классе');1
('корпусов', 'классе', 'эту');1
('классе', 'эту', 'проблему');1
('эту', 'проблему', 'решали');1
('проблему', 'решали', 'ходу');1
('решали', 'ходу', 'своей');1
('ходу', 'своей', 'работы');1
('своей', 'работы', 'материалы');1
('работы', 'материалы', 'разработаны');1
('материалы', 'разработаны', 'конкретной');1
('разработаны', 'конкретной', 'категории');1
('конкретной', 'категории', 'учащихся');1
('категории', 'учащихся', 'й');1
('обоснованные', 'планы', 'уроков');1
('методически', 'обоснованные', 'планы');1
('корпусах', 'методически', 'обоснованные');1
('типичной', 'ошибки', 'разработанные');1
('семестров', 'важно', 'начале');1
('важно', 'начале', 'студентам');1
('начале', 'студентам', 'удалось');1
('студентам', 'удалось', 'избежать');1
('удалось', 'избежать', 'типичной');1
('избежать', 'типичной', 'ошибки');1
('ошибки', 'разработанные', 'материалы');1
('разных', 'корпусах', 'методически');1
('разработанные', 'материалы', 'представляли');1
('материалы', 'представляли', 'четкие');1
('представляли', 'четкие', 'инструкции');1
('четкие', 'инструкции', 'поиску');1
('инструкции', 'поиску', 'разных');1
('поиску', 'разных', 'корпусах');1
('учащихся', 'й', 'части');1
('части', 'начальной', 'средней');1
('выявленные', 'трудности', 'ограничения');1
('начальной', 'средней', 'школы');1
('содержит', 'подробную', 'инструкцию');1
('подробную', 'инструкцию', 'поиска');1
('инструкцию', 'поиска', 'материалов');1
('поиска', 'материалов', 'конкретном');1
('материалов', 'конкретном', 'корпусе');1
('конкретном', 'корпусе', 'составления');1
('корпусе', 'составления', 'конкретного');1
('составления', 'конкретного', 'задания');1
('конкретного', 'задания', 'план');1
('задания', 'план', 'урока');1
('план', 'урока', 'идеи');1
('урока', 'идеи', 'последующего');1
('идеи', 'последующего', 'развития');1
('последующего', 'развития', 'применения');1
('развития', 'применения', 'выявленные');1
('глава', 'содержит', 'подробную');1
('каждая', 'глава', 'содержит');1
('языка', 'каждая', 'глава');1
('использования', 'разработанных', 'материалов');1
('школы', 'й', 'старших');1
('й', 'старших', 'классов');1
('старших', 'классов', 'средней');1
('классов', 'средней', 'школы');1
('школы', 'й', 'использования');1
('й', 'использования', 'разработанных');1
('разработанных', 'материалов', 'й');1
('ориентированного', 'языка', 'каждая');1
('материалов', 'й', 'английского');1
('й', 'английского', 'специальных');1
('английского', 'специальных', 'целей');1
('специальных', 'целей', 'профессионально');1
('целей', 'профессионально', 'ориентированного');1
('профессионально', 'ориентированного', 'языка');1
('х', 'семестров', 'важно');1
('течение', 'х', 'семестров');1
('создавался', 'течение', 'х');1
('ресурс', 'создавался', 'течение');1
('навыков', 'формате', 'является');1
('формате', 'является', 'расширение');1
('словарного', 'запаса', 'использование');1
('запаса', 'использование', 'близких');1
('использование', 'близких', 'синонимов');1
('близких', 'синонимов', 'уменьшить');1
('синонимов', 'уменьшить', 'употребление');1
('уменьшить', 'употребление', 'избыточно');1
('употребление', 'избыточно', 'используемой');1
('избыточно', 'используемой', 'лексики');1
('используемой', 'лексики', 'данном');1
('лексики', 'данном', 'случае');1
('данном', 'случае', 'слова');1
('случае', 'слова', 'использованием');1
('слова', 'использованием', 'корпуса');1
('письменных', 'навыков', 'формате');1
('развитию', 'письменных', 'навыков');1
('урока', 'развитию', 'письменных');1
('обучающихся', 'младшие', 'школьники');1
('каждой', 'категории', 'есть');1
('категории', 'есть', 'подкатегории');1
('есть', 'подкатегории', 'указывающие');1
('подкатегории', 'указывающие', 'категорию');1
('указывающие', 'категорию', 'обучающихся');1
('категорию', 'обучающихся', 'младшие');1
('младшие', 'школьники', 'учащиеся');1
('целью', 'урока', 'развитию');1
('проходила', 'дистанционном', 'режиме');1
('учащиеся', 'средних', 'классов');1
('средних', 'классов', 'вузов');1
('классов', 'вузов', 'например');1
('вузов', 'например', 'целью');1
('например', 'целью', 'урока');1
('использованием', 'корпуса', 'коллекции');1
('корпуса', 'коллекции', 'англоязычных');1
('коллекции', 'англоязычных', 'корпусов');1
('корпусов', 'разным', 'изучаемым');1
('материалы', 'задания', 'основе');1
('задания', 'основе', 'материалов');1
('основе', 'материалов', 'открытых');1
('материалов', 'открытых', 'онлайн');1
('открытых', 'онлайн', 'корпусов');1
('онлайн', 'корпусов', 'разным');1
('разным', 'изучаемым', 'темам');1
('разработала', 'учебные', 'материалы');1
('изучаемым', 'темам', 'разместила');1
('темам', 'разместила', 'своем');1
('разместила', 'своем', 'сайте');1
('своем', 'сайте', 'оор');1
('сайте', 'оор', 'ресурс');1
('оор', 'ресурс', 'создавался');1
('учебные', 'материалы', 'задания');1
('языка', 'разработала', 'учебные');1
('англоязычных', 'корпусов', 'дэвиса');1
('элен', 'фол', 'вместе');1
('корпусов', 'дэвиса', 'план');1
('дэвиса', 'план', 'урока');1
('план', 'урока', 'занимает');1
('урока', 'занимает', 'страницы');1
('занимает', 'страницы', 'элен');1
('страницы', 'элен', 'фол');1
('фол', 'вместе', 'своими');1
('иностранного', 'языка', 'разработала');1
('вместе', 'своими', 'студентами');1
('своими', 'студентами', 'магистрантами');1
('студентами', 'магистрантами', 'будущими');1
('магистрантами', 'будущими', 'преподавателями');1
('будущими', 'преподавателями', 'иностранного');1
('преподавателями', 'иностранного', 'языка');1
('применения', 'выявленные', 'трудности');1
('трудности', 'ограничения', 'например');1
('информацию', 'всемерно', 'поддерживаемый');1
('детский', 'раздел', 'верные');1
('р', 'добрушиной', 'даниель');1
('добрушиной', 'даниель', 'гг');1
('даниель', 'гг', 'формат');1
('гг', 'формат', 'представления');1
('формат', 'представления', 'ближе');1
('представления', 'ближе', 'формату');1
('ближе', 'формату', 'презентаций');1
('формату', 'презентаций', 'научных');1
('презентаций', 'научных', 'докладов');1
('научных', 'докладов', 'конференции');1
('докладов', 'конференции', 'плану');1
('конференции', 'плану', 'урока');1
('плану', 'урока', 'нкря');1
('урока', 'нкря', 'содержит');1
('нкря', 'содержит', 'детский');1
('н', 'р', 'добрушиной');1
('руководством', 'н', 'р');1
('вшэ', 'руководством', 'н');1
('значении', 'употреблении', 'лексем');1
('своевольные', 'смыслы', 'направленного');1
('смыслы', 'направленного', 'изучение');1
('направленного', 'изучение', 'описание');1
('изучение', 'описание', 'изменений');1
('описание', 'изменений', 'значении');1
('изменений', 'значении', 'употреблении');1
('употреблении', 'лексем', 'русского');1
('студентами', 'вшэ', 'руководством');1
('лексем', 'русского', 'языка');1
('русского', 'языка', 'протяжении');1
('языка', 'протяжении', 'вв');1
('протяжении', 'вв', 'выполненный');1
('вв', 'выполненный', 'студентами');1
('выполненный', 'студентами', 'вшэ');1
('содержит', 'детский', 'раздел');1
('раздел', 'верные', 'слова');1
('ограничения', 'например', 'зарегистрированные');1
('верные', 'слова', 'путеводителем');1
('летних', 'подростков', 'серией');1
('подростков', 'серией', 'игр');1
('серией', 'игр', 'старших');1
('игр', 'старших', 'школьников');1
('старших', 'школьников', 'студентов');1
('школьников', 'студентов', 'информативным');1
('студентов', 'информативным', 'блогом');1
('информативным', 'блогом', 'выводы');1
('блогом', 'выводы', 'проведенный');1
('выводы', 'проведенный', 'анализ');1
('проведенный', 'анализ', 'показал');1
('анализ', 'показал', 'тренд');1
('показал', 'тренд', 'открытое');1
('тренд', 'открытое', 'образование');1
('науку', 'информацию', 'всемерно');1
('задач', 'летних', 'подростков');1
('олимпиадных', 'задач', 'летних');1
('серьезных', 'олимпиадных', 'задач');1
('бесплатным', 'курсом', 'работать');1
('слова', 'путеводителем', 'корпусу');1
('путеводителем', 'корпусу', 'инструкция');1
('корпусу', 'инструкция', 'нкря');1
('инструкция', 'нкря', 'детей');1
('нкря', 'детей', 'бесплатным');1
('детей', 'бесплатным', 'курсом');1
('курсом', 'работать', 'нкря');1
('школьников', 'серьезных', 'олимпиадных');1
('работать', 'нкря', 'разнообразными');1
('нкря', 'разнообразными', 'заданиями');1
('разнообразными', 'заданиями', 'игровых');1
('заданиями', 'игровых', 'младших');1
('игровых', 'младших', 'школьников');1
('младших', 'школьников', 'серьезных');1
('проекта', 'своевольные', 'смыслы');1
('результаты', 'проекта', 'своевольные');1
('нкри', 'результаты', 'проекта');1
('сайта', 'нкри', 'результаты');1
('корпусом', 'неподготовленных', 'такому');1
('неподготовленных', 'такому', 'повороту');1
('такому', 'повороту', 'событий');1
('повороту', 'событий', 'учащихся');1
('событий', 'учащихся', 'сталкивались');1
('учащихся', 'сталкивались', 'этим');1
('сталкивались', 'этим', 'эффектом');1
('этим', 'эффектом', 'своей');1
('эффектом', 'своей', 'стороны');1
('своей', 'стороны', 'предложили');1
('стороны', 'предложили', 'способ');1
('предложили', 'способ', 'обойти');1
('способ', 'обойти', 'сократив');1
('обойти', 'сократив', 'заложенное');1
('сократив', 'заложенное', 'время');1
('работы', 'корпусом', 'неподготовленных');1
('последующей', 'работы', 'корпусом');1
('демотивирующим', 'последующей', 'работы');1
('соса', 'часто', 'сталкиваются');1
('например', 'зарегистрированные', 'имеющие');1
('зарегистрированные', 'имеющие', 'подписки');1
('имеющие', 'подписки', 'пользователи');1
('подписки', 'пользователи', 'платформы');1
('пользователи', 'платформы', 'соса');1
('платформы', 'соса', 'часто');1
('часто', 'сталкиваются', 'задержкой');1
('факт', 'демотивирующим', 'последующей');1
('сталкиваются', 'задержкой', 'выполнении');1
('задержкой', 'выполнении', 'запроса');1
('выполнении', 'запроса', 'есть');1
('запроса', 'есть', 'свидетельства');1
('есть', 'свидетельства', 'факт');1
('свидетельства', 'факт', 'демотивирующим');1
('заложенное', 'время', 'ожидания');1
('время', 'ожидания', 'материалы');1
('ожидания', 'материалы', 'созданы');1
('ия', 'некоторым', 'аналогом');1
('подходов', 'кл', 'повседневной');1
('кл', 'повседневной', 'педагогической');1
('повседневной', 'педагогической', 'практике');1
('педагогической', 'практике', 'преподавателей');1
('практике', 'преподавателей', 'ия');1
('преподавателей', 'ия', 'некоторым');1
('некоторым', 'аналогом', 'этого');1
('широкому', 'применению', 'подходов');1
('аналогом', 'этого', 'проекта');1
('этого', 'проекта', 'является');1
('проекта', 'является', 'размещенные');1
('является', 'размещенные', 'разделе');1
('размещенные', 'разделе', 'сайта');1
('разделе', 'сайта', 'нкри');1
('применению', 'подходов', 'кл');1
('способствовать', 'широкому', 'применению');1
('материалы', 'созданы', 'основе');1
('инструментов', 'список', 'которых');1
('созданы', 'основе', 'доступных');1
('основе', 'доступных', 'онлайн');1
('доступных', 'онлайн', 'корпусов');1
('онлайн', 'корпусов', 'корпусных');1
('корпусов', 'корпусных', 'инструментов');1
('корпусных', 'инструментов', 'список');1
('список', 'которых', 'приведен');1
('должно', 'способствовать', 'широкому');1
('которых', 'приведен', 'приложении');1
('приведен', 'приложении', 'пособия');1
('приложении', 'пособия', 'мнению');1
('пособия', 'мнению', 'разработчиков');1
('мнению', 'разработчиков', 'должно');1
('разработчиков', 'должно', 'способствовать');1
('дистанционном', 'режиме', 'кафедре');1
('д', 'бузаджи', 'п');1
('которая', 'проходила', 'дистанционном');1
('доступен', 'онлайн', 'поиска');1
('очередь', 'национальные', 'корпуса');1
('национальные', 'корпуса', 'нкря');1
('корпуса', 'нкря', 'представительный');1
('нкря', 'представительный', 'список');1
('представительный', 'список', 'онлайн');1
('список', 'онлайн', 'корпусов');1
('онлайн', 'корпусов', 'доступен');1
('корпусов', 'доступен', 'разделе');1
('доступен', 'разделе', 'корпуса');1
('разделе', 'корпуса', 'сайта');1
('корпуса', 'сайта', 'нкри');1
('сайта', 'нкри', 'указанием');1
('нкри', 'указанием', 'режима');1
('указанием', 'режима', 'обращения');1
('режима', 'обращения', 'доступен');1
('первую', 'очередь', 'национальные');1
('корпусов', 'первую', 'очередь');1
('больших', 'корпусов', 'первую');1
('научной', 'педагогической', 'общественности');1
('корпусах', 'составленных', 'специально');1
('составленных', 'специально', 'целей');1
('специально', 'целей', 'исследования');1
('целей', 'исследования', 'недоступных');1
('исследования', 'недоступных', 'научной');1
('недоступных', 'научной', 'педагогической');1
('педагогической', 'общественности', 'свободном');1
('количество', 'больших', 'корпусов');1
('общественности', 'свободном', 'доступе');1
('свободном', 'доступе', 'находится');1
('доступе', 'находится', 'достаточно');1
('находится', 'достаточно', 'большое');1
('достаточно', 'большое', 'количество');1
('большое', 'количество', 'больших');1
('обращения', 'доступен', 'онлайн');1
('онлайн', 'поиска', 'требуется');1
('методах', 'обучения', 'ия');1
('поиска', 'требуется', 'регистрация');1
('использования', 'корпусов', 'обучении');1
('корпусов', 'обучении', 'ия');1
('обучении', 'ия', 'опубликованы');1
('ия', 'опубликованы', 'научных');1
('опубликованы', 'научных', 'статьях');1
('научных', 'статьях', 'материалах');1
('статьях', 'материалах', 'конференций');1
('материалах', 'конференций', 'доступ');1
('конференций', 'доступ', 'ним');1
('доступ', 'ним', 'обычному');1
('ним', 'обычному', 'преподавателю');1
('обычному', 'преподавателю', 'вуза');1
('преподавателю', 'вуза', 'говоря');1
('вуза', 'говоря', 'уже');1
('говоря', 'уже', 'учителях');1
('примеры', 'использования', 'корпусов');1
('многочисленные', 'примеры', 'использования');1
('темы', 'многочисленные', 'примеры');1
('отсутствие', 'доступного', 'банка');1
('требуется', 'регистрация', 'доступен');1
('регистрация', 'доступен', 'скачивания');1
('доступен', 'скачивания', 'проблемой');1
('скачивания', 'проблемой', 'является');1
('проблемой', 'является', 'отсутствие');1
('является', 'отсутствие', 'доступного');1
('доступного', 'банка', 'упражнений');1
('изучении', 'темы', 'многочисленные');1
('банка', 'упражнений', 'которые');1
('упражнений', 'которые', 'преподаватель');1
('которые', 'преподаватель', 'мог');1
('преподаватель', 'мог', 'использовать');1
('мог', 'использовать', 'изучении');1
('использовать', 'изучении', 'темы');1
('выполнены', 'корпусах', 'составленных');1
('исследования', 'выполнены', 'корпусах');1
('является', 'исследования', 'выполнены');1
('статьях', 'является', 'исследования');1
('кл', 'методикой', 'преподавания');1
('методикой', 'преподавания', 'ия');1
('преподавания', 'ия', 'разные');1
('ия', 'разные', 'исследователи');1
('разные', 'исследователи', 'называют');1
('исследователи', 'называют', 'разные');1
('называют', 'разные', 'причины');1
('разные', 'причины', 'сложившейся');1
('причины', 'сложившейся', 'ситуации');1
('сложившейся', 'ситуации', 'наша');1
('ситуации', 'наша', 'попытка');1
('наша', 'попытка', 'проанализировать');1
('попытка', 'проанализировать', 'привела');1
('проанализировать', 'привела', 'списку');1
('привела', 'списку', 'причин');1
('области', 'кл', 'методикой');1
('исследованиями', 'области', 'кл');1
('разрыва', 'исследованиями', 'области');1
('пор', 'произошло', 'чамбес');1
('ия', 'широкому', 'использованию');1
('широкому', 'использованию', 'корпусов');1
('использованию', 'корпусов', 'этого');1
('корпусов', 'этого', 'сих');1
('этого', 'сих', 'пор');1
('сих', 'пор', 'произошло');1
('произошло', 'чамбес', 'статье');1
('преодоления', 'разрыва', 'исследованиями');1
('чамбес', 'статье', 'г');1
('статье', 'г', 'обратила');1
('г', 'обратила', 'внимание');1
('обратила', 'внимание', 'необходимость');1
('внимание', 'необходимость', 'преодоления');1
('необходимость', 'преодоления', 'разрыва');1
('списку', 'причин', 'контексте');1
('причин', 'контексте', 'парадигмы');1
('контексте', 'парадигмы', 'оор');1
('учебном', 'процессе', 'одним');1
('свободном', 'доступе', 'онлайн');1
('доступе', 'онлайн', 'корпусов');1
('онлайн', 'корпусов', 'непосредственного');1
('корпусов', 'непосредственного', 'использования');1
('непосредственного', 'использования', 'учебном');1
('использования', 'учебном', 'процессе');1
('процессе', 'одним', 'препятствий');1
('базе', 'находящихся', 'свободном');1
('одним', 'препятствий', 'широкому');1
('препятствий', 'широкому', 'распространению');1
('широкому', 'распространению', 'подходов');1
('распространению', 'подходов', 'описанных');1
('подходов', 'описанных', 'статьях');1
('описанных', 'статьях', 'является');1
('находящихся', 'свободном', 'доступе');1
('созданных', 'базе', 'находящихся');1
('парадигмы', 'оор', 'остановимся');1
('описанных', 'статьях', 'недостаточная');1
('оор', 'остановимся', 'трех');1
('остановимся', 'трех', 'проблемах');1
('трех', 'проблемах', 'недоступность');1
('проблемах', 'недоступность', 'корпусов');1
('недоступность', 'корпусов', 'описанных');1
('корпусов', 'описанных', 'статьях');1
('статьях', 'недостаточная', 'подготовка');1
('заданий', 'созданных', 'базе');1
('преподавателей', 'ия', 'корпусной');1
('ия', 'корпусной', 'лингводидактике');1
('корпусной', 'лингводидактике', 'отсутствие');1
('лингводидактике', 'отсутствие', 'общедоступных');1
('отсутствие', 'общедоступных', 'заданий');1
('общедоступных', 'заданий', 'созданных');1
('уже', 'учителях', 'средней');1
('учителях', 'средней', 'школы');1
('средней', 'школы', 'затруднен');1
('ия', 'разработанных', 'заданий');1
('решения', 'кажется', 'существует');1
('кажется', 'существует', 'нашем');1
('существует', 'нашем', 'исследовании');1
('нашем', 'исследовании', 'имевшем');1
('исследовании', 'имевшем', 'целью');1
('имевшем', 'целью', 'оценить');1
('целью', 'оценить', 'влияние');1
('оценить', 'влияние', 'корпусной');1
('влияние', 'корпусной', 'лингвистики');1
('корпусной', 'лингвистики', 'систему');1
('лингвистики', 'систему', 'высшего');1
('систему', 'высшего', 'образования');1
('высшего', 'образования', 'россии');1
('образования', 'россии', 'пришли');1
('россии', 'пришли', 'выводу');1
('путей', 'решения', 'кажется');1
('простых', 'путей', 'решения');1
('серьезна', 'простых', 'путей');1
('проблемой', 'является', 'недостаточная');1
('заданий', 'системы', 'упражнений');1
('системы', 'упражнений', 'привязанных');1
('упражнений', 'привязанных', 'конкретному');1
('привязанных', 'конкретному', 'корпусу');1
('конкретному', 'корпусу', 'проблемой');1
('корпусу', 'проблемой', 'является');1
('является', 'недостаточная', 'подготовка');1
('проблема', 'серьезна', 'простых');1
('преподавателей', 'ия', 'области');1
('ия', 'области', 'корпусной');1
('корпусной', 'лингвистики', 'корпусной');1
('лингвистики', 'корпусной', 'лингводидактики');1
('корпусной', 'лингводидактики', 'проблема');1
('лингводидактики', 'проблема', 'серьезна');1
('пришли', 'выводу', 'современном');1
('выводу', 'современном', 'этапе');1
('современном', 'этапе', 'соответствии');1
('вопрос', 'насколько', 'готовы');1
('базах', 'данных', 'разного');1
('данных', 'разного', 'ранга');1
('разного', 'ранга', 'открытым');1
('ранга', 'открытым', 'остается');1
('открытым', 'остается', 'вопрос');1
('остается', 'вопрос', 'насколько');1
('насколько', 'готовы', 'регулярно');1
('зарегистрированные', 'наукометрических', 'базах');1
('готовы', 'регулярно', 'использовать');1
('регулярно', 'использовать', 'эти');1
('использовать', 'эти', 'знания');1
('эти', 'знания', 'практической');1
('знания', 'практической', 'деятельности');1
('практической', 'деятельности', 'окончания');1
('наукометрических', 'базах', 'данных');1
('ия', 'зарегистрированные', 'наукометрических');1
('этапе', 'соответствии', 'требованиями');1
('получают', 'базовые', 'знания');1
('соответствии', 'требованиями', 'фгос');1
('требованиями', 'фгос', 'студенты');1
('фгос', 'студенты', 'филологических');1
('студенты', 'филологических', 'специальностей');1
('филологических', 'специальностей', 'получают');1
('специальностей', 'получают', 'базовые');1
('базовые', 'знания', 'корпусной');1
('обучении', 'ия', 'зарегистрированные');1
('знания', 'корпусной', 'лингвистике');1
('корпусной', 'лингвистике', 'имеют');1
('лингвистике', 'имеют', 'публикации');1
('имеют', 'публикации', 'теме');1
('публикации', 'теме', 'использования');1
('теме', 'использования', 'подходов');1
('разработанных', 'заданий', 'системы');1
('обучения', 'ия', 'разработанных');1
('школы', 'затруднен', 'эти');1
('использованию', 'обучения', 'ия');1
('материале', 'национального', 'корпуса');1
('русского', 'языка', 'изданные');1
('языка', 'изданные', 'немногочисленные');1
('изданные', 'немногочисленные', 'пособия');1
('немногочисленные', 'пособия', 'поисковыми');1
('пособия', 'поисковыми', 'заданиями');1
('поисковыми', 'заданиями', 'правило');1
('заданиями', 'правило', 'относятся');1
('правило', 'относятся', 'открытым');1
('относятся', 'открытым', 'ресурсам');1
('открытым', 'ресурсам', 'например');1
('ресурсам', 'например', 'находящиеся');1
('например', 'находящиеся', 'открытом');1
('открытом', 'доступе', 'меняют');1
('доступе', 'меняют', 'адрес');1
('публикации', 'материале', 'национального');1
('недавние', 'публикации', 'материале');1
('сослаться', 'недавние', 'публикации');1
('зрения', 'имеющихся', 'них');1
('затруднен', 'эти', 'публикации');1
('эти', 'публикации', 'каталогизированы');1
('публикации', 'каталогизированы', 'описаны');1
('каталогизированы', 'описаны', 'точки');1
('описаны', 'точки', 'зрения');1
('точки', 'зрения', 'имеющихся');1
('имеющихся', 'них', 'корпусных');1
('можно', 'сослаться', 'недавние');1
('них', 'корпусных', 'заданий');1
('корпусных', 'заданий', 'определенного');1
('заданий', 'определенного', 'качестве');1
('определенного', 'качестве', 'примера');1
