bigram;freq
('олимпиадных', 'задач');1
('серьезных', 'олимпиадных');1
('школьников', 'серьезных');1
('младших', 'школьников');1
('игровых', 'младших');1
('заданиями', 'игровых');1
('разнообразными', 'заданиями');1
('нкря', 'разнообразными');1
('курсом', 'работать');1
('научных', 'докладов');1
('бесплатным', 'курсом');1
('детей', 'бесплатным');1
('нкря', 'детей');1
('инструкция', 'нкря');1
('корпусу', 'инструкция');1
('путеводителем', 'корпусу');1
('слова', 'путеводителем');1
('раздел', 'верные');1
('детский', 'раздел');1
('содержит', 'детский');1
('урока', 'нкря');1
('плану', 'урока');1
('конференции', 'плану');1
('докладов', 'конференции');1
('этого', 'проекта');1
('некоторым', 'аналогом');1
('урока', 'идеи');1
('сталкиваются', 'задержкой');1
('событий', 'учащихся');1
('повороту', 'событий');1
('такому', 'повороту');1
('неподготовленных', 'такому');1
('корпусом', 'неподготовленных');1
('работы', 'корпусом');1
('последующей', 'работы');1
('демотивирующим', 'последующей');1
('факт', 'демотивирующим');1
('свидетельства', 'факт');1
('есть', 'свидетельства');1
('запроса', 'есть');1
('выполнении', 'запроса');1
('задержкой', 'выполнении');1
('часто', 'сталкиваются');1
('сталкивались', 'этим');1
('соса', 'часто');1
('платформы', 'соса');1
('пользователи', 'платформы');1
('подписки', 'пользователи');1
('имеющие', 'подписки');1
('зарегистрированные', 'имеющие');1
('например', 'зарегистрированные');1
('ограничения', 'например');1
('трудности', 'ограничения');1
('выявленные', 'трудности');1
('применения', 'выявленные');1
('развития', 'применения');1
('последующего', 'развития');1
('идеи', 'последующего');1
('учащихся', 'сталкивались');1
('этим', 'эффектом');1
('ия', 'некоторым');1
('список', 'которых');1
('практике', 'преподавателей');1
('педагогической', 'практике');1
('повседневной', 'педагогической');1
('кл', 'повседневной');1
('применению', 'подходов');1
('широкому', 'применению');1
('способствовать', 'широкому');1
('должно', 'способствовать');1
('разработчиков', 'должно');1
('мнению', 'разработчиков');1
('пособия', 'мнению');1
('приложении', 'пособия');1
('приведен', 'приложении');1
('которых', 'приведен');1
('инструментов', 'список');1
('эффектом', 'своей');1
('корпусных', 'инструментов');1
('корпусов', 'корпусных');1
('основе', 'доступных');1
('созданы', 'основе');1
('материалы', 'созданы');1
('ожидания', 'материалы');1
('время', 'ожидания');1
('заложенное', 'время');1
('сократив', 'заложенное');1
('обойти', 'сократив');1
('способ', 'обойти');1
('предложили', 'способ');1
('стороны', 'предложили');1
('своей', 'стороны');1
('работе', 'корпусом');1
('добровольского', 'постнауке');1
('уроков', 'заданий');1
('представительный', 'список');1
('регистрация', 'доступен');1
('требуется', 'регистрация');1
('поиска', 'требуется');1
('онлайн', 'поиска');1
('доступен', 'онлайн');1
('обращения', 'доступен');1
('режима', 'обращения');1
('указанием', 'режима');1
('нкри', 'указанием');1
('корпуса', 'сайта');1
('разделе', 'корпуса');1
('доступен', 'разделе');1
('корпусов', 'доступен');1
('список', 'онлайн');1
('нкря', 'представительный');1
('описаны', 'точки');1
('корпуса', 'нкря');1
('национальные', 'корпуса');1
('очередь', 'национальные');1
('первую', 'очередь');1
('корпусов', 'первую');1
('больших', 'корпусов');1
('количество', 'больших');1
('большое', 'количество');1
('достаточно', 'большое');1
('находится', 'достаточно');1
('доступе', 'находится');1
('общественности', 'свободном');1
('педагогической', 'общественности');1
('научной', 'педагогической');1
('доступен', 'скачивания');1
('скачивания', 'проблемой');1
('является', 'отсутствие');1
('отсутствие', 'доступного');1
('публикации', 'каталогизированы');1
('эти', 'публикации');1
('затруднен', 'эти');1
('школы', 'затруднен');1
('учителях', 'средней');1
('уже', 'учителях');1
('говоря', 'уже');1
('вуза', 'говоря');1
('преподавателю', 'вуза');1
('обычному', 'преподавателю');1
('ним', 'обычному');1
('конференций', 'доступ');1
('материалах', 'конференций');1
('статьях', 'материалах');1
('научных', 'статьях');1
('опубликованы', 'научных');1
('ия', 'опубликованы');1
('корпусов', 'обучении');1
('использования', 'корпусов');1
('примеры', 'использования');1
('многочисленные', 'примеры');1
('темы', 'многочисленные');1
('изучении', 'темы');1
('мог', 'использовать');1
('преподаватель', 'мог');1
('которые', 'преподаватель');1
('упражнений', 'которые');1
('банка', 'упражнений');1
('доступного', 'банка');1
('недоступных', 'научной');1
('исследования', 'недоступных');1
('целей', 'исследования');1
('парадигмы', 'оор');1
('списку', 'причин');1
('привела', 'списку');1
('проанализировать', 'привела');1
('попытка', 'проанализировать');1
('наша', 'попытка');1
('ситуации', 'наша');1
('сложившейся', 'ситуации');1
('причины', 'сложившейся');1
('разные', 'причины');1
('называют', 'разные');1
('исследователи', 'называют');1
('разные', 'исследователи');1
('ия', 'разные');1
('методикой', 'преподавания');1
('кл', 'методикой');1
('области', 'кл');1
('исследованиями', 'области');1
('разрыва', 'исследованиями');1
('преодоления', 'разрыва');1
('необходимость', 'преодоления');1
('внимание', 'необходимость');1
('обратила', 'внимание');1
('г', 'обратила');1
('статье', 'г');1
('чамбес', 'статье');1
('произошло', 'чамбес');1
('пор', 'произошло');1
('сих', 'пор');1
('этого', 'сих');1
('причин', 'контексте');1
('оор', 'остановимся');1
('специально', 'целей');1
('остановимся', 'трех');1
('составленных', 'специально');1
('корпусах', 'составленных');1
('выполнены', 'корпусах');1
('исследования', 'выполнены');1
('является', 'исследования');1
('статьях', 'является');1
('подходов', 'описанных');1
('распространению', 'подходов');1
('широкому', 'распространению');1
('препятствий', 'широкому');1
('одним', 'препятствий');1
('процессе', 'одним');1
('учебном', 'процессе');1
('использования', 'учебном');1
('непосредственного', 'использования');1
('корпусов', 'непосредственного');1
('базе', 'находящихся');1
('созданных', 'базе');1
('заданий', 'созданных');1
('общедоступных', 'заданий');1
('отсутствие', 'общедоступных');1
('лингводидактике', 'отсутствие');1
('корпусной', 'лингводидактике');1
('ия', 'корпусной');1
('статьях', 'недостаточная');1
('корпусов', 'описанных');1
('недоступность', 'корпусов');1
('проблемах', 'недоступность');1
('трех', 'проблемах');1
('каталогизированы', 'описаны');1
('точки', 'зрения');1
('корпусов', 'подходов');1
('оценить', 'влияние');1
('филологических', 'специальностей');1
('студенты', 'филологических');1
('фгос', 'студенты');1
('требованиями', 'фгос');1
('соответствии', 'требованиями');1
('этапе', 'соответствии');1
('современном', 'этапе');1
('выводу', 'современном');1
('пришли', 'выводу');1
('россии', 'пришли');1
('образования', 'россии');1
('систему', 'высшего');1
('лингвистики', 'систему');1
('влияние', 'корпусной');1
('целью', 'оценить');1
('зрения', 'имеющихся');1
('имевшем', 'целью');1
('исследовании', 'имевшем');1
('нашем', 'исследовании');1
('существует', 'нашем');1
('кажется', 'существует');1
('решения', 'кажется');1
('путей', 'решения');1
('простых', 'путей');1
('серьезна', 'простых');1
('проблема', 'серьезна');1
('лингводидактики', 'проблема');1
('лингвистики', 'корпусной');1
('ия', 'области');1
('является', 'недостаточная');1
('специальностей', 'получают');1
('получают', 'базовые');1
('базовые', 'знания');1
('знания', 'корпусной');1
('специального', 'курса');1
('односеместрового', 'специального');1
('элективного', 'односеместрового');1
('считает', 'элективного');1
('шиманска', 'считает');1
('обучения', 'ленко');1
('окончания', 'обучения');1
('деятельности', 'окончания');1
('практической', 'деятельности');1
('знания', 'практической');1
('эти', 'знания');1
('использовать', 'эти');1
('регулярно', 'использовать');1
('готовы', 'регулярно');1
('насколько', 'готовы');1
('вопрос', 'насколько');1
('остается', 'вопрос');1
('открытым', 'остается');1
('ранга', 'открытым');1
('разного', 'ранга');1
('данных', 'разного');1
('базах', 'данных');1
('наукометрических', 'базах');1
('зарегистрированные', 'наукометрических');1
('ия', 'зарегистрированные');1
('теме', 'использования');1
('публикации', 'теме');1
('имеют', 'публикации');1
('лингвистике', 'имеют');1
('корпусу', 'проблемой');1
('конкретному', 'корпусу');1
('привязанных', 'конкретному');1
('сайта', 'соса');1
('е', 'шоу');1
('диссертация', 'е');1
('магистерская', 'диссертация');1
('адрес', 'магистерская');1
('меняют', 'адрес');1
('доступе', 'меняют');1
('например', 'находящиеся');1
('ресурсам', 'например');1
('открытым', 'ресурсам');1
('относятся', 'открытым');1
('правило', 'относятся');1
('заданиями', 'правило');1
('поисковыми', 'заданиями');1
('пособия', 'поисковыми');1
('немногочисленные', 'пособия');1
('изданные', 'немногочисленные');1
('языка', 'изданные');1
('материале', 'национального');1
('публикации', 'материале');1
('недавние', 'публикации');1
('сослаться', 'недавние');1
('можно', 'сослаться');1
('примера', 'можно');1
('качестве', 'примера');1
('определенного', 'качестве');1
('заданий', 'определенного');1
('корпусных', 'заданий');1
('них', 'корпусных');1
('имеющихся', 'них');1
('шоу', 'сайта');1
('соса', 'находилась');1
('упражнений', 'привязанных');1
('находилась', 'вплоть');1
('системы', 'упражнений');1
('заданий', 'системы');1
('разработанных', 'заданий');1
('ия', 'разработанных');1
('использованию', 'обучения');1
('инструкций', 'использованию');1
('содержат', 'инструкций');1
('языков', 'содержат');1
('других', 'языков');1
('языка', 'других');1
('корпуса', 'английского');1
('вяткиной', 'доступные');1
('мнению', 'н');1
('упражнениями', 'мнению');1
('источниками', 'упражнениями');1
('разными', 'источниками');1
('корпусом', 'разными');1
('метаться', 'корпусом');1
('вынужден', 'метаться');1
('теме', 'вынужден');1
('преподаватель', 'теме');1
('янга', 'преподаватель');1
('бригама', 'янга');1
('университета', 'бригама');1
('архив', 'университета');1
('переместилась', 'архив');1
('г', 'переместилась');1
('весны', 'г');1
('вплоть', 'весны');1
('корпусов', 'этого');1
('широкому', 'использованию');1
('ия', 'широкому');1
('ссылке', 'имя');1
('развитию', 'продвижению');1
('например', 'рекомендациях');1
('юнеско', 'например');1
('документах', 'оон');1
('многочисленных', 'документах');1
('развитие', 'многочисленных');1
('получила', 'развитие');1
('инициатива', 'получила');1
('годы', 'будапештская');1
('последующие', 'годы');1
('цитировании', 'последующие');1
('использовании', 'цитировании');1
('автора', 'использовании');1
('имя', 'автора');1
('обязательной', 'ссылке');1
('методах', 'обучения');1
('работы', 'обязательной');1
('целостности', 'работы');1
('соблюдении', 'целостности');1
('преград', 'соблюдении');1
('технических', 'преград');1
('правовых', 'технических');1
('финансовых', 'правовых');1
('отсутствии', 'финансовых');1
('целей', 'отсутствии');1
('законных', 'целей');1
('других', 'законных');1
('использовать', 'других');1
('обеспечение', 'использовать');1
('программное', 'обеспечение');1
('продвижению', 'открытого');1
('открытого', 'доступа');1
('доступа', 'рекомендациях');1
('рекомендациях', 'открытой');1
('ресурсы', 'обладают');1
('образовательные', 'ресурсы');1
('открытые', 'образовательные');1
('доступе', 'открытые');1
('находящемся', 'открытом');1
('томе', 'находящемся');1
('собраны', 'томе');1
('языков', 'собраны');1
('преподавание', 'иностранных');1
('изучение', 'преподавание');1
('образования', 'изучение');1
('открытого', 'образования');1
('влияния', 'открытого');1
('касающиеся', 'влияния');1
('исследования', 'касающиеся');1
('д', 'исследования');1
('оор', 'т');1
('использования', 'оор');1
('практик', 'использования');1
('развитию', 'практик');1
('ресурсах', 'рекомендациях');1
('образовательных', 'ресурсах');1
('образования', 'открытых');1
('сфере', 'высшего');1
('оор', 'сфере');1
('ресурсами', 'оор');1
('работе', 'открытыми');1
('науке', 'работе');1
('открытой', 'науке');1
('данные', 'программное');1
('вводить', 'данные');1
('указателей', 'вводить');1
('хх', 'веке');1
('прошлого', 'века');1
('годы', 'прошлого');1
('е', 'годы');1
('гутенберг', 'е');1
('проекта', 'гутенберг');1
('основатель', 'проекта');1
('книг', 'основатель');1
('электронных', 'книг');1
('изобретатель', 'электронных');1
('харт', 'изобретатель');1
('стерн', 'харт');1
('майкл', 'стерн');1
('считается', 'майкл');1
('движения', 'считается');1
('этого', 'движения');1
('инициатором', 'этого');1
('информацию', 'инициатором');1
('тренда', 'открытое');1
('важного', 'тренда');1
('появлению', 'важного');1
('привело', 'появлению');1
('общества', 'привело');1
('информационного', 'общества');1
('интернета', 'информационного');1
('развитие', 'интернета');1
('введение', 'развитие');1
('коган', 'введение');1
('ресурсов', 'коган');1
('парадигмы', 'открытых');1
('века', 'хх');1
('веке', 'тренд');1
('составления', 'указателей');1
('тренд', 'задала');1
('использовать', 'составления');1
('статей', 'использовать');1
('соответствующих', 'статей');1
('текстам', 'соответствующих');1
('полным', 'текстам');1
('присоединять', 'полным');1
('находить', 'присоединять');1
('распечатывать', 'находить');1
('распространять', 'распечатывать');1
('копировать', 'распространять');1
('разгружать', 'копировать');1
('читать', 'разгружать');1
('можно', 'читать');1
('интернете', 'которые');1
('публикации', 'интернете');1
('всех', 'публикации');1
('открытые', 'всех');1
('определялся', 'открытые');1
('доступ', 'определялся');1
('документе', 'открытый');1
('этом', 'документе');1
('организаций', 'этом');1
('тысячи', 'организаций');1
('присоединились', 'тысячи');1
('тех', 'присоединились');1
('которой', 'тех');1
('доступ', 'которой');1
('инициатива', 'открытый');1
('задала', 'будапештская');1
('обладают', 'рядом');1
('рядом', 'характеристик');1
('характеристик', 'важнейшими');1
('принципами', 'открытой');1
('авторы', 'соответствии');1
('заметить', 'авторы');1
('следует', 'заметить');1
('обучающихся', 'следует');1
('категориями', 'обучающихся');1
('другими', 'категориями');1
('условиях', 'другими');1
('новых', 'условиях');1
('работ', 'новых');1
('классических', 'работ');1
('повторение', 'классических');1
('воспроизведение', 'повторение');1
('частичное', 'воспроизведение');1
('направленных', 'частичное');1
('исследований', 'направленных');1
('отсутствие', 'исследований');1
('полное', 'отсутствие');1
('обнаружили', 'полное');1
('вяткина', 'обнаружили');1
('болтон', 'н');1
('конференций', 'болтон');1
('авторитетных', 'конференций');1
('материалах', 'авторитетных');1
('монографий', 'материалах');1
('глав', 'монографий');1
('журналах', 'глав');1
('англоязычных', 'журналах');1
('рецензируемых', 'англоязычных');1
('авторитетных', 'рецензируемых');1
('соответствии', 'принципами');1
('науки', 'разместили');1
('материале', 'публикаций');1
('разместили', 'информацию');1
('революцию', 'методах');1
('предсказанную', 'революцию');1
('давно', 'предсказанную');1
('коббом', 'давно');1
('болтоном', 'коббом');1
('проведенный', 'болтоном');1
('анализ', 'проведенный');1
('мета', 'анализ');1
('показал', 'мета');1
('ия', 'показал');1
('эффективность', 'использования');1
('несмотря', 'эффективность');1
('ия', 'несмотря');1
('использования', 'корпусной');1
('широкого', 'использования');1
('оор', 'широкого');1
('концепции', 'оор');1
('важность', 'концепции');1
('языков', 'важность');1
('области', 'иностранных');1
('материалов', 'исследований');1
('инструментов', 'материалов');1
('репозитории', 'инструментов');1
('онлайн', 'репозитории');1
('публикациях', 'открытом');1
('анализа', 'публикациях');1
('отобранных', 'анализа');1
('всех', 'отобранных');1
('информацию', 'всех');1
('публикаций', 'авторитетных');1
('лет', 'материале');1
('важнейшими', 'которых');1
('одна', 'характеристик');1
('космас', 'коллегами');1
('статье', 'космас');1
('найти', 'статье');1
('можно', 'найти');1
('оор', 'можно');1
('характеристик', 'оор');1
('принципов', 'характеристик');1
('исследований', 'принципов');1
('обзор', 'исследований');1
('пунктов', 'обзор');1
('открытость', 'пунктов');1
('понятия', 'открытость');1
('характеристик', 'понятия');1
('список', 'характеристик');1
('дополняют', 'список');1
('исследователи', 'дополняют');1
('ограничениями', 'исследователи');1
('незначительными', 'ограничениями');1
('ограничений', 'незначительными');1
('лицами', 'ограничений');1
('третьими', 'лицами');1
('распространение', 'третьими');1
('адаптацию', 'распространение');1
('использование', 'адаптацию');1
('право', 'использование');1
('доступ', 'право');1
('бесплатный', 'доступ');1
('являются', 'бесплатный');1
('которых', 'являются');1
('коллегами', 'одна');1
('характеристик', 'открытой');1
('последние', 'лет');1
('науки', 'прозрачность');1
('лингвистики', 'последние');1
('области', 'обучения');1
('развития', 'исследований');1
('тенденции', 'развития');1
('анализируя', 'тенденции');1
('например', 'анализируя');1
('см', 'например');1
('воспроизводимости', 'см');1
('кризисе', 'воспроизводимости');1
('говорят', 'кризисе');1
('лингвистики', 'говорят');1
('прикладной', 'корпусной');1
('области', 'прикладной');1
('специалисты', 'области');1
('общество', 'специалисты');1
('науки', 'общество');1
('воздействия', 'науки');1
('результатов', 'воздействия');1
('научных', 'результатов');1
('точности', 'научных');1
('надежности', 'точности');1
('усиления', 'надежности');1
('целях', 'усиления');1
('результатов', 'целях');1
('воспроизводимость', 'результатов');1
('анализ', 'воспроизводимость');1
('критический', 'анализ');1
('контроль', 'критический');1
('прозрачность', 'контроль');1
('курса', 'использованию');1
('кл', 'обучении');1
('эффективности', 'привязки');1
('руководители', 'программы');1
('макэнери', 'ю');1
('скотта', 'т');1
('байбера', 'скотта');1
('д', 'байбера');1
('ученых', 'д');1
('известных', 'ученых');1
('всемирно', 'известных');1
('участия', 'всемирно');1
('пригласив', 'участия');1
('лингвистике', 'пригласив');1
('вебинаров', 'корпусной');1
('серию', 'вебинаров');1
('организовали', 'серию');1
('программы', 'организовали');1
('бразилия', 'руководители');1
('менеджера', 'которая');1
('паолу', 'бразилия');1
('сан', 'паолу');1
('университета', 'сан');1
('лингвистике', 'университета');1
('прикладной', 'лингвистике');1
('программы', 'прикладной');1
('магистерской', 'программы');1
('основания', 'магистерской');1
('летия', 'основания');1
('честь', 'летия');1
('вебинаров', 'честь');1
('серии', 'вебинаров');1
('статьях', 'серии');1
('шиманска', 'статьях');1
('ю', 'ромер');1
('ромер', 'дэвис');1
('дэвис', 'р');1
('р', 'реппен');1
('последнюю', 'версию');1
('представил', 'последнюю');1
('скотт', 'представил');1
('например', 'скотт');1
('программ', 'например');1
('известных', 'программ');1
('уже', 'известных');1
('версий', 'уже');1
('новых', 'версий');1
('продуктов', 'новых');1
('программных', 'продуктов');1
('новых', 'программных');1
('использованию', 'новых');1
('классов', 'использованию');1
('мастер', 'классов');1
('проводилось', 'мастер');1
('которых', 'проводилось');1
('течение', 'которых');1
('сентября', 'течение');1
('августе', 'сентября');1
('интенсива', 'августе');1
('недели', 'интенсива');1
('г', 'недели');1
('сентябрь', 'г');1
('апреля', 'сентябрь');1
('еженедельно', 'апреля');1
('проходили', 'еженедельно');1
('др', 'вебинары');1
('реппен', 'др');1
('описана', 'ленко');1
('доступе', 'апробация');1
('инструменты', 'находящиеся');1
('университета', 'находится');1
('студентов', 'варшавского');1
('шиманска', 'студентов');1
('разработанный', 'ленко');1
('курс', 'разработанный');1
('включить', 'курс');1
('можно', 'включить');1
('ресурсов', 'можно');1
('группу', 'ресурсов');1
('эту', 'группу');1
('статье', 'эту');1
('описана', 'статье');1
('корпусов', 'апробация');1
('коллекции', 'корпусов');1
('открытого', 'корпуса');1
('основе', 'открытого');1
('разработаны', 'основе');1
('задания', 'разработаны');1
('корпусу', 'задания');1
('обращением', 'корпусу');1
('прямым', 'обращением');1
('письма', 'прямым');1
('академического', 'письма');1
('навыков', 'академического');1
('развитие', 'навыков');1
('является', 'развитие');1
('целью', 'является');1
('платформе', 'целью');1
('размещен', 'платформе');1
('квинсленда', 'размещен');1
('варшавского', 'университета');1
('находится', 'свободном');1
('корпусные', 'инструменты');1
('доступе', 'сайте');1
('корпуса', 'корпусные');1
('общедоступные', 'корпуса');1
('изучаются', 'общедоступные');1
('важно', 'изучаются');1
('подхода', 'важно');1
('корпусного', 'подхода');1
('основе', 'корпусного');1
('материалов', 'основе');1
('создания', 'учебных');1
('навыка', 'создания');1
('развитие', 'навыка');1
('языку', 'развитие');1
('родному', 'языку');1
('иностранным', 'родному');1
('обучении', 'иностранным');1
('подходов', 'обучении');1
('корпусных', 'подходов');1
('применение', 'корпусных');1
('корпуса', 'применение');1
('анализ', 'корпуса');1
('корпус', 'анализ');1
('концепциями', 'корпус');1
('базовыми', 'концепциями');1
('участников', 'базовыми');1
('знакомство', 'участников');1
('является', 'знакомство');1
('курса', 'является');1
('целью', 'курса');1
('университета', 'целью');1
('версию', 'корпусного');1
('которая', 'момент');1
('ия', 'недостаточно');1
('интернета', 'корпусной');1
('других', 'известных');1
('некоторых', 'других');1
('захарова', 'некоторых');1
('п', 'захарова');1
('бузаджи', 'п');1
('д', 'бузаджи');1
('постнауке', 'д');1
('лингводидактика', 'контексте');1
('д', 'добровольского');1
('плунгяна', 'д');1
('беседы', 'плунгяна');1
('лекции', 'беседы');1
('посвящены', 'лекции');1
('лингвистике', 'посвящены');1
('фейсбуке', 'русскоязычном');1
('момент', 'была');1
('группах', 'фейсбуке');1
('таких', 'группах');1
('сетях', 'таких');1
('социальных', 'сетях');1
('публикуются', 'социальных');1
('событий', 'публикуются');1
('предстоящих', 'событий');1
('анонсы', 'предстоящих');1
('квинсленда', 'анонсы');1
('размещены', 'сайте');1
('докладчиков', 'размещены');1
('вебинаров', 'презентации');1
('описание', 'вебинаров');1
('развернутое', 'описание');1
('известных', 'исследователей');1
('исследователей', 'видеозаписи');1
('видеозаписи', 'заседаний');1
('заседаний', 'конференции');1
('вяткиной', 'эффективности');1
('предложение', 'н');1
('рассмотрим', 'предложение');1
('ия', 'рассмотрим');1
('оор', 'использования');1
('готовых', 'оор');1
('обзор', 'готовых');1
('языка', 'обзор');1
('портал', 'национального');1
('образовательный', 'портал');1
('расширенный', 'образовательный');1
('существенно', 'расширенный');1
('содержит', 'существенно');1
('версия', 'нкря');1
('г', 'версия');1
('мае', 'г');1
('обновленная', 'мае');1
('г', 'обновленная');1
('спбгу', 'г');1
('лингвистики', 'спбгу');1
('математической', 'лингвистики');1
('кафедре', 'математической');1
('режиме', 'кафедре');1
('дистанционном', 'режиме');1
('проходила', 'дистанционном');1
('которая', 'проходила');1
('лингвистика', 'которая');1
('корпусная', 'лингвистика');1
('конференции', 'корпусная');1
('др', 'развернутое');1
('например', 'др');1
('лингвистике', 'например');1
('исследователи', 'области');1
('были', 'крупные');1
('докладчиками', 'были');1
('вебинар', 'докладчиками');1
('состоялся', 'вебинар');1
('г', 'состоялся');1
('апрель', 'г');1
('октября', 'апрель');1
('проходили', 'октября');1
('теме', 'вебинары');1
('австралия', 'теме');1
('квинсленда', 'австралия');1
('культур', 'университета');1
('языков', 'культур');1
('школы', 'языков');1
('базе', 'школы');1
('организованные', 'базе');1
('вебинары', 'организованные');1
('продолжили', 'вебинары');1
('инициативу', 'продолжили');1
('эту', 'инициативу');1
('г', 'эту');1
('осенью', 'г');1
('докладчиков', 'осенью');1
('размещены', 'презентации');1
('кафедры', 'размещены');1
('странице', 'кафедры');1
('канале', 'странице');1
('доступе', 'записи');1
('была', 'свободном');1
('крупные', 'исследователи');1
('лингвистики', 'разработки');1
('конференций', 'корпусной');1
('разработки', 'программного');1
('международных', 'конференций');1
('ряде', 'международных');1
('автора', 'ряде');1
('презентации', 'автора');1
('собраны', 'презентации');1
('кроссвейта', 'собраны');1
('п', 'кроссвейта');1
('канале', 'п');1
('версией', 'записи');1
('сравнению', 'версией');1
('расширен', 'сравнению');1
('существенно', 'расширен');1
('которого', 'существенно');1
('функционал', 'которого');1
('менеджера', 'функционал');1
('своего', 'корпусного');1
('версией', 'своего');1
('новой', 'версией');1
('познакомил', 'новой');1
('последний', 'познакомил');1
('антони', 'последний');1
('кроссвейт', 'л');1
('п', 'кроссвейт');1
('болтон', 'п');1
('шиманска', 'болтон');1
('гарсия', 'ленко');1
('франкенберг', 'гарсия');1
('обеспечения', 'франкенберг');1
('программного', 'обеспечения');1
('университете', 'квинсленда');1
('кроссвейтом', 'университете');1
('п', 'кроссвейтом');1
('ролики', 'целые');1
('последние', 'года');1
('канале', 'последние');1
('разместил', 'своем');1
('иабдунан', 'разместил');1
('яссин', 'иабдунан');1
('например', 'яссин');1
('дисциплины', 'например');1
('этой', 'дисциплины');1
('основы', 'этой');1
('объясняются', 'основы');1
('последовательно', 'объясняются');1
('которых', 'последовательно');1
('серии', 'которых');1
('целые', 'серии');1
('отдельные', 'ролики');1
('разработан', 'п');1
('ссылок', 'отдельные');1
('ряд', 'ссылок');1
('выдает', 'целый');1
('запросу', 'выдает');1
('доступных', 'запросу');1
('лингвистике', 'доступных');1
('видеоресурсов', 'корпусной');1
('обзора', 'видеоресурсов');1
('начнем', 'обзора');1
('лингвистике', 'начнем');1
('центрами', 'корпусной');1
('ведущими', 'центрами');1
('организованные', 'ведущими');1
('вебинаров', 'организованные');1
('года', 'уже');1
('уже', 'роликов');1
('роликов', 'продолжительностью');1
('мин', 'элен');1
('видео', 'роликов');1
('разместил', 'видео');1
('канале', 'разместил');1
('антони', 'своем');1
('колеблется', 'л');1
('обучающих', 'видео');1
('продолжительность', 'обучающих');1
('ролика', 'продолжительность');1
('разместил', 'ролика');1
('каналы', 'разместил');1
('свои', 'каналы');1
('имеют', 'свои');1
('корпусов', 'имеют');1
('крупных', 'корпусов');1
('разработчики', 'крупных');1
('корпусе', 'разработчики');1
('корпуса', 'корпусе');1
('освоению', 'созданию');1
('ролики', 'освоению');1
('являются', 'ролики');1
('просмотров', 'являются');1
('год', 'просмотров');1
('набравшими', 'год');1
('популярными', 'набравшими');1
('наиболее', 'популярными');1
('роликов', 'наиболее');1
('выложила', 'роликов');1
('фолл', 'выложила');1
('элен', 'фолл');1
('курсы', 'записи');1
('коллекции', 'моок');1
('рассмотрим', 'коллекции');1
('практических', 'лингвистических');1
('других', 'теоретических');1
('изучении', 'других');1
('ия', 'использовать');1
('методики', 'обучения');1
('курсе', 'методики');1
('подходами', 'курсе');1
('другими', 'подходами');1
('наряду', 'другими');1
('лингвистики', 'наряду');1
('возможности', 'корпусной');1
('изучать', 'возможности');1
('будут', 'изучать');1
('студенты', 'будут');1
('улучшится', 'студенты');1
('ситуация', 'улучшится');1
('предполагает', 'ситуация');1
('исследователь', 'предполагает');1
('практику', 'исследователь');1
('собственную', 'педагогическую');1
('кл', 'собственную');1
('подходы', 'кл');1
('интегрировать', 'подходы');1
('успешно', 'интегрировать');1
('могли', 'успешно');1
('ия', 'могли');1
('преподаватели', 'ия');1
('будущие', 'преподаватели');1
('того', 'будущие');1
('недостаточно', 'того');1
('теоретических', 'практических');1
('лингвистических', 'дисциплин');1
('лингвистики', 'рассмотрим');1
('дисциплин', 'мотивированных');1
('самообразования', 'области');1
('использовать', 'самообразования');1
('доступе', 'которые');1
('свободном', 'открытом');1
('ресурсов', 'находящихся');1
('ряд', 'образовательных');1
('есть', 'целый');1
('кл', 'есть');1
('квалификации', 'кл');1
('ресурсов', 'повышения');1
('обзор', 'открытых');1
('разделе', 'обзор');1
('следующем', 'разделе');1
('рассмотрим', 'следующем');1
('которые', 'рассмотрим');1
('способы', 'которые');1
('разные', 'способы');1
('доступны', 'разные');1
('самостоятельно', 'доступны');1
('ия', 'самостоятельно');1
('применения', 'обучении');1
('способы', 'применения');1
('кл', 'способы');1
('основы', 'кл');1
('освоить', 'основы');1
('желающих', 'освоить');1
('действующих', 'преподавателей');1
('будущих', 'действующих');1
('мотивированных', 'будущих');1
('роликов', 'объясняющих');1
('объясняющих', 'использовать');1
('использовать', 'основные');1
('платформе', 'открытое');1
('размещен', 'национальной');1
('левинзон', 'размещен');1
('представленный', 'левинзон');1
('вшэ', 'представленный');1
('курс', 'вшэ');1
('лингвистику', 'курс');1
('корпусную', 'лингвистику');1
('введение', 'корпусную');1
('брезиной', 'введение');1
('разработанным', 'брезиной');1
('менеджером', 'разработанным');1
('корпусным', 'менеджером');1
('новым', 'корпусным');1
('корпусами', 'новым');1
('онлайн', 'корпусами');1
('крупными', 'онлайн');1
('знакомит', 'крупными');1
('кл', 'знакомит');1
('использованием', 'кл');1
('вопросы', 'обучения');1
('затрагивает', 'вопросы');1
('кл', 'затрагивает');1
('введением', 'кл');1
('является', 'введением');1
('моок', 'является');1
('платформе', 'моок');1
('размещенный', 'платформе');1
('макэнери', 'размещенный');1
('университете', 'т');1
('национальной', 'платформе');1
('образование', 'курс');1
('лингвистике', 'разработанный');1
('курс', 'дает');1
('курс', 'разработан');1
('онлайн', 'курс');1
('частный', 'онлайн');1
('маленький', 'частный');1
('категории', 'маленький');1
('относится', 'категории');1
('курс', 'относится');1
('работе', 'курс');1
