Article ID,Generated keywords,Reference keywords,Matches,Match %
Koltsova_IMS_2013,"исследование,тематические профили,тематика постов,такие показатели,русский язык,различные словари,публичное доступ,предлагаемые показатели,практическое знание,помощь ряда",,,0.0
Smorgunov_IMS_2014,"электронные платформа,сетевое сообщество,сетевое научение,сетевое взаимодействие,публичные услуги,пассивное потребление,обеспечивающее управляемость,новые возможность,новая идеология,значение концепта",,,0.0
Platonov_IMS_2013,"анализ структур,новый подход,научные сайты,научные ресурсы,статья,проведение,подход,описание,интернет",,,0.0
Juk_IMS_2013,"2013 года,социальные медиа,сервис мониторинга,рядовые пользователи,новое закон,качество инструментария,интеллектуальная собственность,антипиратский закон,15 июля,1 августа",,,0.0
Chizhik_IMS_2021,"тематическое моделирование,тематический моделирование,тематические кластеры,такой образ,социальные сети,репрезентативность выводов,прикладная метод,первый план,общественное настроение,обсуждения пользователей","тематическое моделирование,векторная модель,латентный
семантический анализ,латентное размещение дирихле,lda,lsa",тематическое моделирование,16.67
ChizhikEgorov_IMS_2023,"разработанный модуль,предупреждение заболеваний,предварительный диагноз,превентивная медицина,поддержка модели,особенности моделей,общий алгоритм,модуль обработки,метрики качества,машинное обучение","здравоохранение,разговорный ии,языковые модели,человеко-машинный диалог",,0.0
Serebriakov_IMS_2014,"связывания,численные данные,математическое характер,единицы измерения,детальная онтология,внешние онтологии,внесение связей,технология,свойства,представление","онтология,связанные данные,открытые данные,теплофизические свойства,интеграция данных,базы данных,неопределенность данных,вещества,материалы",,0.0
Brodovskaya_IMS_2014,"такое метод,оценка работы,киберметрический анализ,великие книги,школа,статья,совершенствование,рекомендации,результаты,реализация","самообразование,кибернетический анализ,россия,великие книги,эффективность,россия,язык,социальные медиа,контент-анализ,сообщения",великие книги,10.0
Boikov_IMS_2019,"стиховой текст,русский стих,метр,формально-языковая модель,фонетичское слово,такие явления,схемный ударение,слоговой представление,ритм стиха,репертуар метров","стих,сегментация стиха,слоговой объем сегмента стиха,междуиктовый интервал,метрообразующий период стиха,метр стиха,регулятивы
стихового метра.",,0.0
Karyaeva_IMS_2018,"предметная область,поэтология,семантические отношения,термины,качество,терминологическая коллекция,такие виды,стихотворное произведение,словарь концептов,разработка методов","тезаурус,семантические отношения,data mining,knowledge
acquisition,domain engineering,machine learning,word2vec",семантические отношения,14.29
Rogov_IMS_2020,"м,н,достоевский,фрагменты,ф,тексты,п,частота встречаемости,условия ветвления,стилистическая правки","атрибуция текстов,корпусная лингвистика,ф. м. достоевский,сильные позиции текста,дерево решений,n-грамма,частеречное распределение",,0.0
Grebennikov_IMS_2020,"русские рассказы,данные,частотный словарь,частотные словари,частотное словарь,цель выявления,художественная проза,хороший индикатор,русский язык,распределение частот","корпус текстов,русский рассказ,стилеметрия,частотный словарь,распределение частот","частотный словарь,распределение частот",40.0
Novolodskaya_IMS_2013,"виртуальное пространство,гипертекст,основной форма,обитатель интернета,мифологическое сознание,коммуникативный процесс,коммуникативное процесс,ключевые слово,информационные технологии,информационная цивилизация",,,0.0
Martynenko_IMS_2019,"предложения,исследование,ширина куста,частотные характеристики,факт сходства,теория зависимостей,существенный различие,симметрийные свойства,русский язык,русский рассказ","русский рассказ,ранговые распределения,ранговое среднее,индекс концентрации,синтаксические фигуры,правая и левая ширина,симметрия
куста,зеркальная симметрия,золотая симметрия,закон бехагеля",русский рассказ,10.0
Gavrilkina_IMS_2023,"оценка качества,назначение ролей,контекст задачи,эксперимент,условие,статья,соответствие,причина,подходы,подход","семантические роли,информационный поиск,автоматическая обработка текста,полнотекстовое индексирование",,0.0
Ruzanova_IMS_2013,"карелия,электронное правительство,вопросы создания,участие,статья,решение,реализация,развитие,процесс,проблемы",,,0.0
Popov_IMS_2016,"анализ текстов,создание,цель проекта,такая выбор,статистическая информация,способы выбора,синтаксический анализ,синтаксические структуры,связываемые слова,размеченные корпусы","синтаксический анализ,структуры составляющих,структуры
зависимостей,взвешенное
дерево,лексическая
сочетаемость,алгоритм cyk.",синтаксический анализ,16.67
Shubinskiy_IMS_2013,"учебный курс,проблемы обеспечения,обучение школьников,образовательные учреждения,настоящая статья,информационная безопасность,сеть,работа,интернет",,,0.0
Chizhik_IMS_2013,"случай рекламы,рекламные кампании,возможные технологии,статья,сеть,интернет,анализ,автор",,,0.0
Ivanova_IMS_2019,"компьютерные игры,вербальные компоненты,цифровые медиа,трансляция ценностей,страновые различия,сопоставление слов,соперничество действий,основные результаты,описания миссий,негативные коннотации","военные видеоигры,язык,контент-анализ,глаголы,риторика",,0.0
Khokhlova_IMS_2016,"русский язык,последнее время,подобные корпусы,обзор корпусов,корпусы текстов,генеральный корпус,статья,содержание,построение,объём","корпусы текстов,интернет-корпусы,rutenten,russianweb корпус,большие данные.",корпусы текстов,20.0
MitrofanovaAdamova_IMS_2024,"корпусная лингвистика,корпус,экспертная разметка,ход работы,структура статей,корпусный ресурс,компьютерная лингвистика,ключевые слова,именованные сущности,данная информация","корпусная  лингвистика,материалы  конференций,разметка,ключевые слова,аннотации,тематическая разметка,именованные сущности","ключевые слова,именованные сущности",28.57
Masevich_IMS_2018,"настоящая публикация,частотный поведение,частотное поведение,форма представления,тексты книг,собственное имя,ряд публикаций,политическое деятель,политическая лексика,осуществление исследований","корпусная лингвистика,имена поличических деятелей,частоты,вариативность,система google books ngram viewer",,0.0
Maksimov_IMS_2022,"семантическая информация,смысл,проявление семантики,принципиальное фактор,определение понятия,некоторое смысл,информационные объекты,возможные состояния,аспектная онтология,частность","семантика,смысл,семантическая информация","семантическая информация,смысл",66.67
Bikkulov_IMS_2013,"подростковые самоубийства,данная тема,статья,российская блогосфера,последующая динамика,динамика обсуждаемости,явление,россия,проблематика,помощь",,,0.0
Lizunova_IMS_2014,"информационное пространство,информационное общество,информационно-медийные идеи,эволюция,статья,развитие,перспективы,медиапространство",,,0.0
Godgildieva_IMS_2016,"русский язык,цель работы,русский глагол,проект verbalex,принимаемые глагол,полуавтоматический образ,модель описания,качество эксперимента,данный момент,аргументная структура","валентность,словарь валентностей,русский язык,verbalex.",русский язык,25.0
Bikova_IMS_2023,"мягкий голосование,f1-мера weighted,f1-мера macro,текст постов,социальная сеть,содержащие эмо́дзь,наихороший результат,модель bow,мешок слов,данная работа","анализ эмоций,эмоциональная окраска текста,эмо́дзи,машинное обучение,нейронные сети",,0.0
Kolodin_IMS_2014,"тестирование клиентов,существующие аналоги,способы работы,сетевое анкетирование,разработанная автор,развитие системы,перспективы использования,основные принципы,новые функции,другие организации",,,0.0
Masloboev_IMS_2013,"региональная безопасность,сетецентрическая мультиагентной,основа веб-технологий,мультиагентные технологии,вопросы создания,управление,работа,прототип,использование",,,0.0
Gorelik_IMS_2013,"электронная услуги,электронная регистрация,такая регистрация,состав профиля,результат регистрации,процедура регистрации,профиль пользователя,поставщик услуг,основной акцент,общегражданский паспорт",,,0.0
Arzumanyan_IMS_2013,"целесообразность применения,роль мета-описаний,научные стати,концептуальные карты,информационные взаимодействия,гуманитарная область,статья,содержание,скорость,возрастание",,,0.0
Shustrova_IMS_2013,"технические устройства,новые технологии,новое поле,невиданные возможность,место действия,конкретный адрес,зрительское вовлечение,театр,появление,помощь",,,0.0
Zaides_IMS_2017,"русский язык,подкорпус,функциональная типология,современное языкознание,свободный рассказ,сама коммуникация,сам текст,расшифрованные тексты,продуцирование монолога,предлагаемая типология","корпусная лингвистика,устная речь,метакоммуникация,метакоммуникативные
единицы,монологическая речь.",,0.0
Tatur_IMS_2023,"машинное обучение,ход исследования,удовлетворяющие требования,скрытые закономерности,результаты исследований,реакция общества,разрабатываемый авторы,проблема выявления,математические методы,включающие название","классификация текстов,бренд,нейминг",,0.0
Koltsov_IMS_2014,"жж,языковой сознание,фреймовая семантика,социальные сети,содержательное наполнение,русскоязычные пользователи,результаты экспериментов,полученные результаты,позиции теории,основные типы","автоматическая обработка текстов,корпуса текстов,социальные сети,живой журнал,тематическая модель,латентное размещение дирихле,семантические связи,русский язык",социальные сети,12.5
Ivanchenko_IMS_2013,"российская федерация,профессорскопреподавательская среда,мобильные устройства,мобильные технологии,информационные сервисы,сфера,работа,платформы",,,0.0
Kuznetsova_IMS_2020,"студенты,лингвистические корпусы,биотехнологические термины,курс,задание,биотехнология,биотехнологи,экспериментальный курс,целесообразность поиска,ход эксперимента","английский для специальных целей,биотехнология,лингвистические корпусы,контекст,освоение специальной лексики","лингвистические корпусы,биотехнология",40.0
Salin_IMS_2015,"основа,эффективное поиск,семантический веб,семантические кластеры,семантическая кластеризация,семантическая близость,реинжиниринг веб-сайта,результаты исследования,различные признаки,программный комплекс","гипертекстовая
структура,семантическая кластеризация,конечный автомат,граф,веб-аналитика",семантическая кластеризация,20.0
Kanygin_IMS_2015,"контекстно-ориентированная онтология,статья,помощь,функциональный состояние,сообщество акторов,собственная компетентность,пример процесса,предлагаемое подход,наполнение онтологии,контекстноориентированный онторедактор","контекстно-ориентированная онтология,документооборот.",контекстно-ориентированная онтология,50.0
Solovyev_IMS_2022,"абстрактность,соответствующие шкала,серьёзный вызов,рейтинги слов,рейтинги конкретности,проблематика конкретности,позитивности/негативность слов,оценка слов,оба случаях,когнитивная наука","словари русского языка,опросы носителей языка,машинное обучение,конкретность,абстрактность,позитивность,негативность",абстрактность,14.29
Borisov_Shustrova_IMS,"точка зрения,средство коммуникации,современные технологии,новые технологии,текст,театр,пространство,использование,интернет,аудитория",,,0.0
Blinova_IMS_2017,"именные группы,конструкция,компоненты,элективные конструкция,счётные существительные,русский язык,результаты исследования,пятьсот сидоровых,применение cql,наречия типа","русский язык,веб-корпус,rutenten,параметры поиска,семантика,частные значения числа,имена собственные,пейоративное множественное,сочетаемость,кванторные
слова,отрицательное мнение о людях,анализ тональности.",русский язык,8.33
Lyapin_IMS_2013,"поддержка,электронное правительство,управленческая деятельность,такое использование,смысловые контексты,русская философия,рамки программы,исследовательская деятельность,использование сервисов,экспликация",,,0.0
Antipenko_IMS_2019,"языковой сознание,социальные сети,сопоставительный анализ,современные пользователи,русскоязычные тексты,результаты эксперимента,помощь алгоритмов,полученные результаты,полученные данные,лингвистический анализ","дистрибутивная семантика,корпусная лингвистика,социальные
сети,ассоциативный эксперимент,языковое сознание,русский язык",,0.0
Lyapin_IMS_2014,"поддержка гранта,контекстный знание,использование сервисов,гуманитарные исследования,гуманитарная сфера,база университета,число,создание,связь,санкт-петербург",,,0.0
Shukshina_IMS_2018,"русский язык,относительные прилагательные,значение цвета,значение,частота слова,сто цветонаименований,результат анализа,процент употреблений,относительные цвет,относительные оттенки","корпусная лингвистика,цветовые термины,названия цветов,русский язык,лексико-семантическая группа",русский язык,20.0
Soms_IMS_2014,"темы,социальные медиаресурсы,программное комплекс,конечный пользователь,данная статья,большинство случаев,создание,смиртео,сми,решение","автоматическая обработка текстов,мониторинг сми,морфологический анализ,автоматическая класси-фикация текстов,кластерный анализ,проблем ложной корреляции,проблемы неоднозначности языковых единиц,тематическая атрибуция текстов",,0.0
Vybornaya_IMS_2024,"неоднозначные предложения,русский язык,предложные конструкции,предлоги,частотные синтаксема,ход проекта,соотношение предлогов,снятие омонимии,синтаксическая неоднозначность,семантические метки","русские предлоги,предложные конструкции,значение предлогов,синтаксемы,синтаксическая неоднозначность","синтаксическая неоднозначность,предложные конструкции",40.0
Adrova_IMS_2013,"оптимальное количество,настоящая статья,наихороший вариант,значительное сужение,внешние раунды,алгоритмы gost,алгоритм scrypt,работа,параметры,замедление",,,0.0
Lavrentyev_IMS_2014,"смешанный обучение,процесс внедрения,опыт преподавания,вопросы создания,база moodle,blended learning,формат,университет,статья,разработка",,,0.0
Adaskina_IMS_2015,"эффективность использования,сторона эксперта,синтаксические связи,предлагаемое метод,полуавтоматическое метод,показатели эффективности,оцениваемые эксперт,основа обучения,опыт применения,наше эксперимент","классификация,машинное обучение,обучение с
частичным привлечением учителя.",,0.0
Chizhik_IMS_2014,"традиционные сми,данный исследование,статья,рамки,интернет,анализ","медиа,медиакоммуникация,традиционные сми,интернет-сми,twitter-аудитория,пост,сетевой анализ,гражданская журналистика,информеры,агрегатов,социальные сети",традиционные сми,9.09
Kanygin_IMS_2014,"компиляция,структура знаний,социальное управление,новые возможность,информационно-аналитический обеспечение,естественность правил,визуальные структуры,агрегированные представление,статья,развитие","управление знанием,социальное знание,актор,связность знания,визуализация информации,структура знания,компилируемые структуры,графы",,0.0
Chirkin_IMS_2013,"частые проблемы,data mining,data extraction,статья,сеть,решения,описание,интернет",,,0.0
Borisov_Zakharkina_IMS,"театральный коллективы,творческая деятельность,новая сцена,многопотоковое онлайн-вещание,виртуальная лаборатория,александринский театр,проблемы,портал,инструмент",,,0.0
Perminov_IMS_2019,"решение,эстетическая привлекательность,целевая аудитория,упомянутая проблемы,удобство использования,создание онтологии,связанные алгоритмы,растущая потребность,пользовательские веб-интерфейсы,область разработок","прикладная онтология,пользовательские веб-интерфейсы,юзабилити,статическое тестирование",пользовательские веб-интерфейсы,25.0
Sagmanova_IMS_2018,"вопросительные реплики,точка зрения,структурно-синтаксические характеристики,русский язык,рамки работы,прагматические функции,построение коммуникации,особенности употребления,особенности реализации,массив записей","вопросительная реплика,устная речь,диалогическая речь.",,0.0
Mikoni_IMS_2020,"элементарные действие,элементарная модель,функция объекта,функциональный подход,текстовая модель,структурный подход,структурные подход,системное подход,порочные циклы,повествовательный предложения","слово,смысл,понятие,модель,свойство,базис,функция,операция,структура,отношение,аргумент.",,0.0
Tolstikova_IMS_2013,"функционирование культуры,социальные сети,социальные параметры,социальное контроль,социальная структура,социальная общность,сетевая коммуникация,результат генезиса,нормативно-ценностные установки,новая парадигма",,,0.0
Mochalova_IMS_2018,"естественный язык,вопросно-ответная система,элементы онтологии,узлы онтологии,соответствующие синтаксемы,семантический анализатор,разработанное авторы,описание архитектуры,онтология элементов,онтология рутез","вопросно-ответные системы,онтологии,автоматическая обработка текста,drools,sparql,apache jena.",,0.0
Filippova_IMS_2014,"сми,уровень дохода,социальные сети,современные медиасистемы,правящие классы,первое уровень,основные характеристики,новые медиа,называемые сми,массовая коммуникация",,,0.0
Borisov_IMS_2014,"ряд,театральные проекты,театральные представления,театральные постановки,российская федерация,прототип системы,программа развития,новая сцена,мультимедиа технологий,многопотоковая интернет-трансляция",,,0.0
Zakharkina_Mbogo_IMS,"форматы деятельности,творческие коллективы,синтез искусства,сетевая среда,инструментальная платформа,технологии,выбор",,,0.0
Talbonen_IMS_2013,"цифровые изображения,такой коллекции,программное комплекс,основа содержания,данная статья,графическая информация,статья,пфцик,коллекции,возможность",,,0.0
Dmitrieva_IMS_2014,"российская практика,публичная власть,исполнительная власть,вопросы создания,работа,авторы",,,0.0
Martynenko_IMS_2017,"частотные словари,разная тематика,предельное величины,практическая состоятельность,порядковые статистики,быстрая сходимость,характеристики,статья,проблема,объём","частотные словари,повседневная
разговорная
речь,статистическая
состоятельность,статистические шкалы,выборка,динамические ряды,ранговое распределение,равномерное распределение",частотные словари,12.5
Khokhlova_IMS_2017,"рамки словосочетаний,основные характеристики,корпусный материал,квантитативные методы,используемые меры,иные коэффициенты,данные метрик,число,статья,сравнение","статистический
аппарат,ассоциации,биграммы,mi,ll,mi3,ms,t-score меры",,0.0
Boyarsky_IMS_2013,"использование,фразеологические словосочетания,синтаксический анализ,процедура токенизации,принципы работы,предсинтаксический модуль,отдельные слова,морфологический разбор,ближайшее контекст,неоднозначность",,,0.0
Korablinov_IMS_2020,"вопросно-ответный поиск,базы знаний,алгоритм,фрагменты текста,текущий момент,тексты вопросов,такое развитие,способ создания,сложные задача,русский язык","вопросно-ответный поиск,базы знаний,графы знаний,сопоставление сущностей,краудсорсинг","базы знаний,вопросно-ответный поиск",40.0
Kudinov_IMS_2014,"электронное участие,органы,механизмы,электронное взаимодействие,преимущества использования,мобильные технологии,мобильные приложения,красивый петербург,исполнительная власть,государственная власть",,,0.0
Belov_IMS_2018,"русский язык,локальные документы,число,разметка,языковые черты,языковой сложность,формирование корпуса,точка зрения,типы текстов,существующие корпусы","корпус русских локальных документов,официально-деловые
тексты,типы текстов,социально-значимые домены (здравоохранение,образование,культура)",типы текстов,16.67
Khokhlova_IMS_2019,"сравнение,ход экспериментов,статистические метрики,русскоязычное корпус,русский язык,ранговая корреляция,разные области,прикладная лингвистика,полученные результаты,относительная взаимозаменяемость","глагольные коллокации,корпус текстов,статистика,словари,меры ассоциации,оценка",,0.0
Boyarsky_IMS_2019,"топонимы,словарь,частотные словосочетания,узкоспециальный характер,сопутствующие слова,соответствующее класс,семантико-синтаксический анализ,ряд случаев,русскоязычные тексты,полученные результаты","топонимы,омонимия,анализ текста,парсер,маркерные слова",топонимы,20.0
Grokhovskiy_IMS_2014,"такой образ,свод памятников,русский язык,представляющая интерес,основа корпуса,описание работ,общее языкознание,настоящий доклад,задачи проекта,данная традиция","лексическая база,корпус тибетских грамматических сочинений,параллельный тибетско-русский корпус,тибетская грамматическая терминология,специальная терминологическая разметка,базовый грамматический термин,фонологический термин,синонимия,гипонимия",,0.0
Kalinichenko_IMS_2014,"экономикоматематический моделирование,управленческие решения,региональное развитие,прогнозно-аналитические задачи,основные классы,основа методов,государственное планирование,статья,санкт-петербург,рамки",,,0.0
Karnup_IMS_2013,"язык общения,корпусная лингвистика,качественное анализ,использование методов,статья,попытка,twitter",,,0.0
Yakushev_IMS_2013,"реальный мир,вопрос,структура социума,социальные сеть,социальные сети,исследования процессов,знакомство пользователей,доля связей,данная работа,утверждение",,,0.0
Khokhlova_IMS_2020,"машинное обучение,толковые словари,словари сочетаемости,рассматриваемые методы,пять источников,моделирование отношений,линейное преобразование,лексикографическое описание,лексикографические источники,количество словосочетаний","глагольные коллокации,атрибутивные коллокации,машинное обучение,алгоритмы,корпусы текстов,русский язык",машинное обучение,16.67
Vissio_IMS_2022,"якутский язык,русские заимствования,якутские тексты,якутский письмо,языковой политика,языковой планирование,тенденции употребления,сопоставление документа,русский язык,русские основы","якутский язык,русские заимствования,идентификация языка,3-граммы,лексикография","русские заимствования,якутский язык",40.0
Pevzner_IMS_2015,"основные функции,определённый контекст,новостные потоки,новостные веб-сайты,информационное агентство,читатель,сообщение,создание,реклама,противоречие","информационные потоки,новостные потоки,новостные веб-сайты,адресная реклама,информационный профиль.","новостные веб-сайты,новостные потоки",40.0
Makarov_IMS_2014,"результаты внедрения,пермский университет,информационный общество,гуманитарные специальности,библиотека","проектирование пространства,проектная деятельность,инновации,информационные системы,радиочастотная идентификация,открытая библиотека,модернизация библиотеки,мультимедийная электронная библиотека,защита авторских прав,электронные ресурсы",,0.0
Filchenkov_IMS_2014,"широкий доступ,теоретическая предсказуемость,сравнительный анализ,социальные медиа,сии поры,протестная активность,научные стати,задача прогнозирования,доступность данных,данная статья","прогнозирование исходов выборов,прогнозирование протестов,цифровые следы,анализ социальных медиа",,0.0
Vtiurina_IMS_2014,"электронное правительство,субъекты рф,единое портал,государственные услуги,статья,создание,россия,рекомендации,работа,пример",,,0.0
Mikoni_IMS_2018,"сопоставляемые понятия,роль,рамки,экспертный подход,функциональная связь,формализованный подход,теоретико-множественные операции,существенные признаки,степень влияния,системное анализ","понятие,отношение,связь,роль,род,вид,часть,агрегат,целое,обобщение,агрегация,инструментальная связь,связь-влияние.",роль,7.69
